Location,Time,Day of Week,Number of Drinks,Number of Pastries,Total Bill,Age
Knowledge Village,Evening,Tuesday,2,2,16,24
Knowledge Village,Afternoon,Wednesday,2,0,10,24
Knowledge Village,Evening,Friday,7,0,35,24
Knowledge Village,Evening,Friday,3,0,15,24
Knowledge Village,Morning,Tuesday,14,0,70,24
Knowledge Village,Evening,Wednesday,4,0,20,24
Knowledge Village,Evening,Monday,4,0,20,24
Knowledge Village,Afternoon,Sunday,1,1,8,24
Knowledge Village,Evening,Saturday,3,1,18,24
Knowledge Village,Morning,Tuesday,14,9,97,24
Knowledge Village,Evening,Friday,4,3,29,24
Knowledge Village,Afternoon,Sunday,3,3,24,24
Knowledge Village,Morning,Wednesday,19,9,122,24
Knowledge Village,Evening,Monday,9,2,51,24
Knowledge Village,Afternoon,Thursday,19,0,95,24
Knowledge Village,Afternoon,Tuesday,19,4,107,24
Knowledge Village,Morning,Friday,1,0,5,24
Knowledge Village,Morning,Saturday,1,0,5,24
Knowledge Village,Evening,Monday,0,1,3,24
Knowledge Village,Morning,Sunday,3,1,18,24
Knowledge Village,Morning,Friday,4,1,23,24
Knowledge Village,Afternoon,Tuesday,4,4,32,24
Knowledge Village,Evening,Friday,7,0,35,24
Knowledge Village,Evening,Wednesday,1,0,5,24
Knowledge Village,Afternoon,Tuesday,2,1,13,24
Knowledge Village,Morning,Monday,3,1,18,24
Knowledge Village,Morning,Wednesday,14,9,97,24
Knowledge Village,Evening,Thursday,9,2,51,24
Knowledge Village,Afternoon,Wednesday,19,4,107,24
Knowledge Village,Afternoon,Sunday,3,3,24,24
Knowledge Village,Morning,Monday,9,9,72,24
Knowledge Village,Evening,Wednesday,2,2,16,24
Knowledge Village,Afternoon,Saturday,4,0,20,24
Knowledge Village,Evening,Sunday,4,0,20,24
Knowledge Village,Morning,Sunday,3,1,18,24
Knowledge Village,Afternoon,Wednesday,19,4,107,24
Knowledge Village,Morning,Saturday,1,0,5,24
Knowledge Village,Afternoon,Monday,19,9,122,24
Knowledge Village,Morning,Thursday,19,9,122,24
Knowledge Village,Evening,Saturday,4,3,29,25
Knowledge Village,Afternoon,Monday,2,0,10,25
Knowledge Village,Morning,Wednesday,14,4,82,25
Knowledge Village,Morning,Friday,7,3,44,25
Knowledge Village,Afternoon,Friday,7,3,44,25
Knowledge Village,Evening,Sunday,1,1,8,25
Knowledge Village,Afternoon,Tuesday,14,0,70,25
Knowledge Village,Afternoon,Friday,7,1,38,25
Knowledge Village,Evening,Wednesday,4,4,32,25
Knowledge Village,Morning,Monday,19,9,122,25
Knowledge Village,Morning,Saturday,4,0,20,25
Knowledge Village,Morning,Thursday,14,9,97,25
Knowledge Village,Evening,Wednesday,7,0,35,25
Knowledge Village,Morning,Thursday,19,4,107,25
Knowledge Village,Afternoon,Thursday,9,4,57,25
Knowledge Village,Morning,Saturday,4,1,23,25
Knowledge Village,Evening,Tuesday,9,2,51,25
Knowledge Village,Afternoon,Monday,9,9,72,25
Knowledge Village,Afternoon,Saturday,3,0,15,25
Knowledge Village,Evening,Thursday,9,4,57,25
Knowledge Village,Evening,Monday,7,4,47,25
Knowledge Village,Evening,Saturday,7,3,44,25
Knowledge Village,Morning,Saturday,1,3,14,25
Knowledge Village,Afternoon,Saturday,1,3,14,25
Knowledge Village,Evening,Sunday,4,0,20,25
Knowledge Village,Morning,Monday,14,9,97,25
Knowledge Village,Evening,Thursday,4,4,32,26
Knowledge Village,Evening,Tuesday,9,4,57,26
Knowledge Village,Evening,Saturday,7,0,35,26
Knowledge Village,Afternoon,Friday,4,3,29,26
Knowledge Village,Morning,Monday,4,9,47,26
Knowledge Village,Morning,Friday,3,3,24,26
Knowledge Village,Morning,Sunday,3,3,24,26
Knowledge Village,Evening,Wednesday,4,4,32,26
Knowledge Village,Morning,Tuesday,4,9,47,26
Knowledge Village,Morning,Monday,4,0,20,27
Knowledge Village,Evening,Saturday,7,0,35,27
Knowledge Village,Afternoon,Tuesday,14,0,70,27
Knowledge Village,Evening,Wednesday,7,4,47,27
Knowledge Village,Evening,Monday,9,4,57,27
Knowledge Village,Evening,Thursday,4,4,32,27
Knowledge Village,Evening,Tuesday,7,0,35,27
Knowledge Village,Morning,Wednesday,4,0,20,27
Knowledge Village,Morning,Saturday,7,0,35,27
Knowledge Village,Morning,Friday,3,3,24,28
Knowledge Village,Evening,Saturday,3,3,24,28
Knowledge Village,Afternoon,Saturday,3,1,18,29
Knowledge Village,Morning,Friday,1,1,8,29
Knowledge Village,Morning,Thursday,9,9,72,29
Knowledge Village,Morning,Thursday,14,9,97,29
Knowledge Village,Morning,Friday,1,0,5,29
Knowledge Village,Morning,Sunday,7,0,35,29
Knowledge Village,Evening,Tuesday,9,2,51,29
Knowledge Village,Evening,Saturday,3,1,18,29
Knowledge Village,Morning,Friday,4,1,23,29
Knowledge Village,Evening,Wednesday,4,4,32,29
Knowledge Village,Evening,Thursday,7,0,35,30
Knowledge Village,Evening,Thursday,4,4,32,30
Knowledge Village,Morning,Friday,4,3,29,30
Knowledge Village,Afternoon,Saturday,3,3,24,30
Knowledge Village,Evening,Tuesday,2,2,16,30
Knowledge Village,Morning,Wednesday,9,4,57,30
Knowledge Village,Morning,Tuesday,4,4,32,30
Knowledge Village,Afternoon,Monday,14,4,82,31
Knowledge Village,Afternoon,Friday,4,1,23,31
Knowledge Village,Evening,Saturday,4,0,20,31
Knowledge Village,Afternoon,Monday,14,4,82,31
Knowledge Village,Evening,Sunday,4,3,29,31
Knowledge Village,Afternoon,Sunday,7,0,35,31
Knowledge Village,Morning,Monday,4,0,20,18
Knowledge Village,Afternoon,Wednesday,9,9,72,20
Knowledge Village,Afternoon,Sunday,1,3,14,24
Knowledge Village,Evening,Thursday,7,0,35,24
Knowledge Village,Afternoon,Tuesday,9,9,72,20
Knowledge Village,Morning,Tuesday,19,0,95,21
Knowledge Village,Evening,Monday,7,2,41,23
Knowledge Village,Morning,Wednesday,9,9,72,18
Knowledge Village,Afternoon,Wednesday,19,4,107,24
Knowledge Village,Evening,Sunday,4,1,23,21
Knowledge Village,Morning,Monday,19,9,122,21
Knowledge Village,Evening,Friday,4,0,20,19
Knowledge Village,Morning,Monday,4,9,47,22
Knowledge Village,Evening,Monday,7,0,35,24
Knowledge Village,Afternoon,Saturday,7,0,35,20
Knowledge Village,Evening,Monday,9,2,51,18
Knowledge Village,Morning,Saturday,7,0,35,18
Knowledge Village,Morning,Friday,3,3,24,24
Knowledge Village,Afternoon,Monday,19,0,95,24
Knowledge Village,Afternoon,Saturday,3,0,15,21
Knowledge Village,Afternoon,Monday,4,0,20,20
Knowledge Village,Afternoon,Thursday,14,0,70,20
Knowledge Village,Morning,Friday,7,3,44,23
Knowledge Village,Afternoon,Saturday,3,0,15,18
Knowledge Village,Afternoon,Tuesday,4,9,47,35
Knowledge Village,Evening,Monday,4,0,20,35
Knowledge Village,Morning,Friday,3,3,24,36
Knowledge Village,Evening,Tuesday,4,4,32,36
Knowledge Village,Afternoon,Sunday,7,1,38,36
Knowledge Village,Afternoon,Thursday,19,9,122,36
Knowledge Village,Afternoon,Sunday,3,0,15,36
Knowledge Village,Evening,Friday,1,0,5,36
Knowledge Village,Evening,Saturday,1,0,5,36
Knowledge Village,Morning,Sunday,7,0,35,37
Knowledge Village,Evening,Saturday,7,3,44,37
Knowledge Village,Afternoon,Tuesday,9,0,45,37
Knowledge Village,Evening,Tuesday,9,4,57,37
Knowledge Village,Afternoon,Tuesday,9,0,45,38
Knowledge Village,Morning,Thursday,9,4,57,38
Knowledge Village,Afternoon,Monday,9,0,45,38
Knowledge Village,Afternoon,Wednesday,14,9,97,19
Knowledge Village,Afternoon,Wednesday,9,0,45,20
Knowledge Village,Afternoon,Wednesday,4,9,47,20
Knowledge Village,Afternoon,Saturday,4,0,20,23
Knowledge Village,Afternoon,Monday,14,4,82,21
Knowledge Village,Evening,Thursday,4,4,32,19
Knowledge Village,Morning,Tuesday,9,9,72,23
Knowledge Village,Morning,Sunday,7,3,44,20
Knowledge Village,Evening,Friday,3,0,15,23
Knowledge Village,Morning,Thursday,4,9,47,23
Knowledge Village,Evening,Sunday,3,1,18,24
Knowledge Village,Afternoon,Saturday,4,3,29,23
Knowledge Village,Morning,Friday,1,1,8,18
Knowledge Village,Afternoon,Thursday,4,0,20,24
Knowledge Village,Evening,Wednesday,2,0,10,23
Knowledge Village,Afternoon,Monday,9,0,45,21
Knowledge Village,Morning,Saturday,7,3,44,24
Knowledge Village,Morning,Monday,19,0,95,20
Knowledge Village,Evening,Monday,9,0,45,24
Knowledge Village,Afternoon,Thursday,4,4,32,24
Knowledge Village,Afternoon,Monday,14,0,70,21
Knowledge Village,Morning,Sunday,4,0,20,20
Knowledge Village,Afternoon,Saturday,1,0,5,24
Knowledge Village,Evening,Friday,7,3,44,23
Knowledge Village,Morning,Thursday,4,0,20,44
Knowledge Village,Afternoon,Sunday,4,3,29,44
Knowledge Village,Evening,Sunday,1,0,5,45
Knowledge Village,Morning,Tuesday,9,4,57,45
Knowledge Village,Afternoon,Wednesday,4,0,20,45
Knowledge Village,Morning,Saturday,1,3,14,45
Knowledge Village,Morning,Monday,9,9,72,45
Knowledge Village,Afternoon,Friday,7,3,44,45
Knowledge Village,Morning,Tuesday,4,9,47,45
Knowledge Village,Afternoon,Tuesday,4,9,47,46
Knowledge Village,Morning,Friday,1,0,5,46
Knowledge Village,Morning,Saturday,3,0,15,46
Knowledge Village,Evening,Friday,3,1,18,46
Knowledge Village,Afternoon,Friday,7,3,44,46
Knowledge Village,Evening,Saturday,1,1,8,46
Knowledge Village,Afternoon,Thursday,4,4,32,46
Knowledge Village,Morning,Sunday,1,0,5,24
Knowledge Village,Evening,Wednesday,2,4,22,21
Knowledge Village,Afternoon,Wednesday,9,4,57,20
Knowledge Village,Evening,Thursday,7,0,35,19
Knowledge Village,Morning,Sunday,7,3,44,23
Knowledge Village,Afternoon,Friday,7,0,35,18
Knowledge Village,Evening,Sunday,7,0,35,21
Knowledge Village,Afternoon,Tuesday,14,4,82,24
Knowledge Village,Morning,Thursday,19,0,95,21
Knowledge Village,Evening,Monday,2,0,10,22
Knowledge Village,Evening,Saturday,1,1,8,19
Knowledge Village,Evening,Monday,1,0,5,20
Knowledge Village,Evening,Saturday,3,3,24,21
Knowledge Village,Evening,Thursday,2,0,10,22
Knowledge Village,Evening,Friday,1,3,14,18
Knowledge Village,Evening,Wednesday,4,2,26,22
Knowledge Village,Afternoon,Thursday,4,0,20,23
Knowledge Village,Evening,Tuesday,4,4,32,19
Knowledge Village,Afternoon,Friday,4,1,23,20
Knowledge Village,Evening,Monday,9,4,57,20
Knowledge Village,Evening,Thursday,9,2,51,18
Knowledge Village,Morning,Monday,19,0,95,23
Knowledge Village,Morning,Monday,19,9,122,24
Knowledge Village,Morning,Wednesday,9,9,72,23
Knowledge Village,Afternoon,Wednesday,4,4,32,53
Knowledge Village,Afternoon,Friday,3,3,24,53
Knowledge Village,Afternoon,Saturday,7,1,38,53
Knowledge Village,Morning,Friday,3,3,24,53
Knowledge Village,Morning,Wednesday,4,4,32,54
Knowledge Village,Morning,Tuesday,14,4,82,85
Mirdif,Afternoon,Thursday,2,1,13,18
Mirdif,Evening,Friday,2,1,13,18
Mirdif,Morning,Thursday,1,0,5,18
Mirdif,Evening,Wednesday,2,1,13,18
Mirdif,Evening,Wednesday,1,0,5,19
Mirdif,Afternoon,Wednesday,0,0,0,19
Mirdif,Afternoon,Thursday,1,1,8,19
Mirdif,Evening,Wednesday,0,0,0,19
Mirdif,Afternoon,Wednesday,2,1,13,19
Mirdif,Evening,Thursday,1,1,8,19
Mirdif,Morning,Saturday,1,0,5,20
Mirdif,Afternoon,Sunday,2,0,10,20
Mirdif,Afternoon,Thursday,2,1,13,20
Mirdif,Evening,Thursday,1,1,8,20
Mirdif,Morning,Monday,2,1,13,20
Mirdif,Evening,Thursday,1,1,8,20
Mirdif,Evening,Sunday,2,0,10,20
Mirdif,Evening,Wednesday,1,0,5,20
Mirdif,Afternoon,Sunday,2,0,10,20
Mirdif,Evening,Monday,1,1,8,21
Mirdif,Morning,Monday,1,0,5,21
Mirdif,Evening,Thursday,0,0,0,21
Mirdif,Morning,Saturday,2,0,10,21
Mirdif,Afternoon,Thursday,0,0,0,21
Mirdif,Morning,Thursday,2,0,10,21
Mirdif,Morning,Wednesday,0,0,0,21
Mirdif,Afternoon,Wednesday,0,0,0,21
Mirdif,Morning,Friday,2,0,10,21
Mirdif,Morning,Monday,0,0,0,21
Mirdif,Afternoon,Sunday,0,1,3,21
Mirdif,Evening,Tuesday,0,0,0,21
Mirdif,Morning,Friday,1,0,5,22
Mirdif,Morning,Tuesday,1,1,8,22
Mirdif,Morning,Sunday,1,1,8,22
Mirdif,Evening,Friday,1,0,5,22
Mirdif,Morning,Friday,1,0,5,22
Mirdif,Morning,Saturday,1,0,5,22
Mirdif,Evening,Wednesday,1,0,5,22
Mirdif,Evening,Wednesday,2,1,13,22
Mirdif,Afternoon,Sunday,2,0,10,22
Mirdif,Evening,Tuesday,0,1,3,22
Mirdif,Afternoon,Wednesday,1,0,5,23
Mirdif,Evening,Tuesday,1,0,5,23
Mirdif,Morning,Tuesday,2,1,13,23
Mirdif,Evening,Tuesday,2,0,10,23
Mirdif,Evening,Thursday,2,0,10,23
Mirdif,Morning,Friday,2,1,13,23
Mirdif,Afternoon,Saturday,1,1,8,23
Mirdif,Evening,Sunday,1,1,8,23
Mirdif,Afternoon,Monday,0,0,0,23
Mirdif,Afternoon,Monday,1,0,5,23
Mirdif,Evening,Wednesday,2,0,10,24
Mirdif,Evening,Saturday,0,1,3,24
Mirdif,Afternoon,Thursday,1,1,8,24
Mirdif,Morning,Thursday,1,0,5,24
Mirdif,Morning,Thursday,0,0,0,24
Mirdif,Morning,Thursday,1,1,8,25
Mirdif,Afternoon,Thursday,1,0,5,25
Mirdif,Morning,Tuesday,1,0,5,25
Mirdif,Morning,Tuesday,1,1,8,25
Mirdif,Morning,Saturday,1,0,5,25
Mirdif,Morning,Tuesday,0,0,0,25
Mirdif,Afternoon,Wednesday,2,0,10,25
Mirdif,Evening,Tuesday,1,0,5,25
Mirdif,Afternoon,Sunday,0,1,3,26
Mirdif,Afternoon,Friday,0,1,3,26
Mirdif,Evening,Saturday,2,0,10,26
Mirdif,Afternoon,Friday,1,0,5,26
Mirdif,Morning,Friday,1,0,5,26
Mirdif,Morning,Wednesday,1,0,5,26
Mirdif,Afternoon,Tuesday,1,1,8,26
Mirdif,Morning,Saturday,2,1,13,26
Mirdif,Afternoon,Monday,2,0,10,27
Mirdif,Afternoon,Thursday,0,0,0,27
Mirdif,Evening,Tuesday,1,1,8,27
Mirdif,Afternoon,Friday,0,0,0,27
Mirdif,Morning,Sunday,1,1,8,27
Mirdif,Morning,Friday,0,1,3,28
Mirdif,Evening,Monday,2,0,10,28
Mirdif,Morning,Saturday,1,1,8,28
Mirdif,Evening,Monday,1,1,8,28
Mirdif,Evening,Monday,0,1,3,28
Mirdif,Afternoon,Thursday,1,1,8,28
Mirdif,Afternoon,Friday,1,0,5,28
Mirdif,Evening,Friday,2,1,13,28
Mirdif,Evening,Sunday,1,0,5,28
Mirdif,Afternoon,Saturday,0,0,0,29
Mirdif,Evening,Monday,2,0,10,29
Mirdif,Afternoon,Tuesday,1,0,5,29
Mirdif,Morning,Sunday,1,0,5,29
Mirdif,Evening,Wednesday,1,0,5,29
Mirdif,Afternoon,Wednesday,2,1,13,29
Mirdif,Evening,Monday,0,0,0,29
Mirdif,Evening,Monday,1,0,5,29
Mirdif,Morning,Thursday,1,0,5,30
Mirdif,Afternoon,Sunday,1,0,5,30
Mirdif,Evening,Thursday,2,1,13,30
Mirdif,Evening,Tuesday,1,0,5,30
Mirdif,Evening,Monday,1,0,5,30
Mirdif,Evening,Thursday,1,1,8,30
Mirdif,Evening,Sunday,2,0,10,30
Mirdif,Morning,Wednesday,1,0,5,31
Mirdif,Afternoon,Thursday,0,1,3,31
Mirdif,Evening,Thursday,1,1,8,31
Mirdif,Evening,Sunday,1,0,5,31
Mirdif,Evening,Tuesday,2,1,13,31
Mirdif,Morning,Tuesday,2,0,10,32
Mirdif,Afternoon,Friday,2,0,10,32
Mirdif,Afternoon,Friday,1,0,5,32
Mirdif,Afternoon,Wednesday,0,1,3,33
Mirdif,Morning,Tuesday,1,0,5,33
Mirdif,Evening,Saturday,1,0,5,33
Mirdif,Evening,Friday,1,0,5,33
Mirdif,Afternoon,Thursday,1,0,5,33
Mirdif,Morning,Monday,1,0,5,33
Mirdif,Afternoon,Saturday,1,0,5,33
Mirdif,Evening,Friday,0,0,0,34
Mirdif,Afternoon,Sunday,2,1,13,34
Mirdif,Morning,Tuesday,0,0,0,34
Mirdif,Afternoon,Sunday,1,0,5,35
Mirdif,Evening,Saturday,1,0,5,35
Mirdif,Afternoon,Sunday,0,0,0,35
Mirdif,Evening,Wednesday,1,1,8,35
Mirdif,Evening,Saturday,0,0,0,35
Mirdif,Evening,Thursday,2,1,13,35
Mirdif,Morning,Wednesday,1,0,5,35
Mirdif,Morning,Tuesday,1,1,8,36
Mirdif,Afternoon,Wednesday,0,1,3,36
Mirdif,Afternoon,Monday,1,1,8,36
Mirdif,Afternoon,Monday,2,0,10,36
Mirdif,Afternoon,Tuesday,0,0,0,36
Mirdif,Evening,Monday,2,0,10,36
Mirdif,Evening,Friday,1,0,5,36
Mirdif,Morning,Sunday,0,0,0,36
Mirdif,Afternoon,Monday,1,0,5,36
Mirdif,Afternoon,Monday,2,0,10,37
Mirdif,Morning,Tuesday,1,0,5,37
Mirdif,Evening,Saturday,0,0,0,37
Mirdif,Evening,Sunday,1,0,5,37
Mirdif,Evening,Thursday,0,1,3,37
Mirdif,Morning,Wednesday,0,0,0,37
Mirdif,Afternoon,Tuesday,2,0,10,38
Mirdif,Afternoon,Saturday,1,0,5,38
Mirdif,Morning,Friday,0,0,0,38
Mirdif,Afternoon,Thursday,0,0,0,38
Mirdif,Afternoon,Friday,1,0,5,38
Mirdif,Evening,Friday,1,0,5,38
Mirdif,Afternoon,Tuesday,1,0,5,39
Mirdif,Afternoon,Saturday,0,0,0,39
Mirdif,Morning,Thursday,1,1,8,39
Mirdif,Morning,Friday,1,0,5,39
Mirdif,Evening,Sunday,2,0,10,40
Mirdif,Evening,Monday,2,1,13,40
Mirdif,Morning,Monday,0,0,0,40
Mirdif,Evening,Sunday,0,1,3,40
Mirdif,Afternoon,Thursday,0,1,3,41
Mirdif,Afternoon,Friday,1,1,8,41
Mirdif,Evening,Friday,1,0,5,41
Mirdif,Afternoon,Tuesday,1,0,5,41
Mirdif,Evening,Saturday,2,1,13,41
Mirdif,Afternoon,Monday,1,1,8,42
Mirdif,Afternoon,Saturday,1,0,5,42
Mirdif,Evening,Tuesday,1,1,8,42
Mirdif,Evening,Thursday,0,1,3,42
Mirdif,Afternoon,Tuesday,1,1,8,42
Mirdif,Morning,Sunday,1,0,5,42
Mirdif,Evening,Saturday,2,0,10,42
Mirdif,Afternoon,Friday,1,0,5,42
Mirdif,Afternoon,Saturday,1,0,5,42
Mirdif,Morning,Tuesday,2,0,10,42
Mirdif,Morning,Thursday,1,0,5,42
Mirdif,Afternoon,Thursday,2,0,10,42
Mirdif,Afternoon,Monday,1,0,5,43
Mirdif,Morning,Tuesday,1,0,5,43
Mirdif,Afternoon,Thursday,2,0,10,43
Mirdif,Afternoon,Saturday,1,0,5,43
Mirdif,Afternoon,Tuesday,2,1,13,44
Mirdif,Afternoon,Monday,1,0,5,44
Mirdif,Afternoon,Saturday,1,0,5,44
Mirdif,Evening,Thursday,1,0,5,44
Mirdif,Evening,Friday,0,1,3,44
Mirdif,Evening,Monday,2,0,10,45
Mirdif,Afternoon,Wednesday,1,0,5,45
Mirdif,Evening,Sunday,1,1,8,45
Mirdif,Morning,Saturday,1,0,5,45
Mirdif,Evening,Wednesday,1,1,8,45
Mirdif,Afternoon,Sunday,0,0,0,45
Mirdif,Morning,Friday,1,0,5,45
Mirdif,Morning,Wednesday,0,0,0,46
Mirdif,Morning,Monday,1,0,5,46
Mirdif,Morning,Tuesday,1,0,5,46
Mirdif,Morning,Wednesday,2,1,13,46
Mirdif,Morning,Thursday,0,0,0,46
Mirdif,Afternoon,Saturday,1,1,8,46
Mirdif,Afternoon,Wednesday,1,1,8,46
Mirdif,Evening,Wednesday,2,1,13,46
Mirdif,Afternoon,Saturday,2,1,13,47
Mirdif,Afternoon,Friday,1,0,5,47
Mirdif,Morning,Monday,1,0,5,47
Mirdif,Afternoon,Saturday,1,1,8,47
Mirdif,Evening,Thursday,1,0,5,47
Mirdif,Afternoon,Tuesday,2,1,13,47
Mirdif,Morning,Monday,2,0,10,47
Mirdif,Morning,Sunday,2,0,10,47
Mirdif,Morning,Sunday,1,0,5,47
Mirdif,Morning,Sunday,2,0,10,48
Mirdif,Morning,Thursday,1,0,5,48
Mirdif,Afternoon,Saturday,1,1,8,48
Mirdif,Evening,Saturday,1,0,5,48
Mirdif,Afternoon,Sunday,2,0,10,48
Mirdif,Evening,Thursday,2,1,13,48
Mirdif,Evening,Monday,0,0,0,49
Mirdif,Morning,Sunday,1,0,5,49
Mirdif,Afternoon,Saturday,0,0,0,49
Mirdif,Afternoon,Tuesday,1,0,5,49
Mirdif,Morning,Wednesday,1,0,5,49
Mirdif,Afternoon,Wednesday,1,0,5,49
Mirdif,Morning,Saturday,2,0,10,50
Mirdif,Morning,Thursday,2,1,13,50
Mirdif,Morning,Friday,0,0,0,50
Mirdif,Afternoon,Friday,1,1,8,50
Mirdif,Morning,Sunday,0,0,0,50
Mirdif,Evening,Tuesday,1,0,5,50
Mirdif,Evening,Tuesday,1,0,5,51
Mirdif,Evening,Thursday,2,1,13,51
Mirdif,Evening,Friday,0,0,0,51
Mirdif,Morning,Wednesday,2,0,10,51
Mirdif,Afternoon,Sunday,0,0,0,51
Mirdif,Morning,Monday,0,0,0,51
Mirdif,Evening,Monday,1,0,5,51
Mirdif,Afternoon,Monday,0,0,0,52
Mirdif,Evening,Wednesday,2,0,10,52
Mirdif,Morning,Wednesday,1,0,5,52
Mirdif,Afternoon,Sunday,0,1,3,52
Mirdif,Morning,Saturday,0,1,3,52
Mirdif,Morning,Saturday,1,0,5,52
Mirdif,Afternoon,Friday,0,0,0,52
Mirdif,Morning,Wednesday,1,0,5,52
Mirdif,Afternoon,Tuesday,0,0,0,52
Mirdif,Morning,Thursday,0,1,3,53
Mirdif,Afternoon,Sunday,1,0,5,53
Mirdif,Afternoon,Monday,2,0,10,53
Mirdif,Evening,Monday,0,1,3,53
Mirdif,Morning,Sunday,2,0,10,53
Mirdif,Morning,Monday,1,1,8,53
Mirdif,Afternoon,Tuesday,1,1,8,53
Mirdif,Evening,Thursday,1,0,5,54
Mirdif,Afternoon,Thursday,1,0,5,54
Mirdif,Evening,Saturday,1,0,5,54
Mirdif,Evening,Wednesday,2,0,10,54
Mirdif,Morning,Sunday,0,0,0,54
Mirdif,Morning,Wednesday,2,1,13,54
Mirdif,Afternoon,Monday,0,1,3,54
Mirdif,Morning,Monday,1,1,8,54
Mirdif,Morning,Tuesday,2,0,10,54
Mirdif,Evening,Saturday,1,0,5,55
Mirdif,Evening,Monday,1,0,5,55
Mirdif,Afternoon,Wednesday,0,0,0,55
Mirdif,Evening,Monday,1,0,5,55
Mirdif,Morning,Saturday,1,0,5,55
Mirdif,Morning,Monday,1,1,8,70
Mirdif,Morning,Tuesday,2,0,10,80
Mirdif,Morning,Wednesday,0,0,0,56
Mirdif,Morning,Saturday,2,1,13,80
Mirdif,Morning,Sunday,2,0,10,72
Mirdif,Afternoon,Wednesday,2,1,13,81
Mirdif,Afternoon,Friday,1,0,5,78
Mirdif,Afternoon,Saturday,0,0,0,57
Mirdif,Evening,Tuesday,0,0,0,71
Mirdif,Evening,Wednesday,2,0,10,85
Mirdif,Evening,Friday,2,0,10,84
Mirdif,Morning,Monday,2,1,13,77
Mirdif,Morning,Tuesday,2,0,10,63
Mirdif,Morning,Wednesday,1,0,5,83
Mirdif,Morning,Friday,2,0,10,71
Mirdif,Morning,Sunday,0,0,0,58
Mirdif,Afternoon,Tuesday,2,0,10,74
Mirdif,Afternoon,Wednesday,1,1,8,81
Mirdif,Afternoon,Friday,2,0,10,67
Mirdif,Afternoon,Sunday,0,0,0,62
Mirdif,Evening,Monday,2,0,10,71
Mirdif,Evening,Wednesday,0,0,0,82
Mirdif,Evening,Friday,1,0,5,76
Mirdif,Evening,Sunday,2,0,10,80
Mirdif,Morning,Monday,1,0,5,56
Mirdif,Morning,Thursday,2,0,10,80
Mirdif,Morning,Sunday,1,0,5,82
Mirdif,Afternoon,Tuesday,0,1,3,64
Mirdif,Afternoon,Wednesday,2,0,10,59
Mirdif,Afternoon,Saturday,1,0,5,67
Mirdif,Evening,Tuesday,1,0,5,59
Mirdif,Evening,Sunday,1,1,8,78
Mirdif,Morning,Monday,2,0,10,76
Mirdif,Morning,Wednesday,1,0,5,60
Mirdif,Morning,Thursday,2,0,10,83
Mirdif,Morning,Friday,0,1,3,63
Mirdif,Morning,Saturday,1,0,5,85
Mirdif,Afternoon,Thursday,1,1,8,85
Mirdif,Afternoon,Friday,0,0,0,73
Mirdif,Afternoon,Sunday,1,0,5,56
Mirdif,Evening,Tuesday,1,0,5,74
Mirdif,Evening,Thursday,1,0,5,74
Mirdif,Evening,Sunday,1,0,5,61
Mirdif,Morning,Monday,1,1,8,60
Mirdif,Morning,Thursday,2,0,10,84
Mirdif,Afternoon,Friday,2,0,10,84
Mirdif,Evening,Tuesday,1,1,8,83
Mirdif,Evening,Friday,1,0,5,80
Mirdif,Morning,Friday,1,0,5,69
Mirdif,Morning,Saturday,2,1,13,71
Mirdif,Afternoon,Monday,0,0,0,64
Mirdif,Afternoon,Tuesday,1,1,8,72
Mirdif,Evening,Friday,0,0,0,84
Mirdif,Morning,Wednesday,1,0,5,73
Mirdif,Morning,Friday,1,1,8,60
Mirdif,Morning,Sunday,1,0,5,72
Mirdif,Afternoon,Wednesday,1,1,8,58
Mirdif,Evening,Friday,0,0,0,83
Mirdif,Morning,Wednesday,2,0,10,79
Mirdif,Morning,Saturday,2,0,10,75
Mirdif,Evening,Friday,2,1,13,69
Mirdif,Morning,Thursday,2,1,13,59
Mirdif,Afternoon,Wednesday,0,0,0,67
Mirdif,Afternoon,Friday,1,0,5,56
Mirdif,Afternoon,Sunday,1,0,5,85
Mirdif,Evening,Monday,1,0,5,79
Mirdif,Afternoon,Tuesday,0,0,0,62
Mirdif,Evening,Wednesday,1,0,5,74
Mirdif,Evening,Saturday,0,0,0,59
Mirdif,Morning,Friday,1,0,5,58
Mirdif,Afternoon,Monday,1,0,5,69
Mirdif,Afternoon,Wednesday,0,0,0,56
Mirdif,Evening,Tuesday,0,0,0,68
Mirdif,Evening,Saturday,1,1,8,82
Mirdif,Morning,Tuesday,1,0,5,65
Mirdif,Morning,Sunday,1,1,8,83
Mirdif,Afternoon,Thursday,1,0,5,69
Mirdif,Afternoon,Friday,1,0,5,70
Mirdif,Evening,Tuesday,1,1,8,61
Mirdif,Evening,Friday,1,0,5,75
Mirdif,Evening,Sunday,0,0,0,85
Mirdif,Morning,Monday,1,1,8,57
Mirdif,Afternoon,Friday,0,0,0,70
Mirdif,Afternoon,Sunday,2,1,13,61
Mirdif,Evening,Sunday,2,0,10,77
Mirdif,Afternoon,Saturday,2,0,10,84
Mirdif,Evening,Wednesday,1,0,5,62
Mirdif,Evening,Sunday,2,1,13,70
Mirdif,Morning,Monday,0,0,0,72
Mirdif,Morning,Thursday,2,0,10,62
Mirdif,Evening,Saturday,1,1,8,79
Mirdif,Afternoon,Tuesday,1,0,5,57
Mirdif,Afternoon,Sunday,0,1,3,85
