Location,Time,Day of Week,Number of Drinks,Number of Pastries,Total Bill,Age,Age_group
Knowledge Village,Evening,Sunday,7,1,38,17,18-24
Knowledge Village,Evening,Monday,9,0,45,17,18-24
Knowledge Village,Morning,Wednesday,14,9,97,17,18-24
Knowledge Village,Afternoon,Friday,7,3,44,17,18-24
Knowledge Village,Morning,Sunday,1,3,14,17,18-24
Knowledge Village,Evening,Friday,1,1,8,17,18-24
Knowledge Village,Morning,Friday,0,1,3,17,18-24
Knowledge Village,Morning,Tuesday,9,4,57,17,18-24
Knowledge Village,Morning,Thursday,19,0,95,17,18-24
Knowledge Village,Evening,Monday,7,2,41,17,18-24
Knowledge Village,Afternoon,Tuesday,0,1,3,17,18-24
Knowledge Village,Evening,Thursday,2,0,10,17,18-24
Knowledge Village,Evening,Friday,7,0,35,17,18-24
Knowledge Village,Evening,Friday,3,1,18,17,18-24
Knowledge Village,Morning,Monday,1,0,5,17,18-24
Knowledge Village,Evening,Monday,0,0,0,17,18-24
Knowledge Village,Evening,Monday,2,2,16,18,18-24
Knowledge Village,Morning,Saturday,7,3,44,18,18-24
Knowledge Village,Morning,Wednesday,14,0,70,18,18-24
Knowledge Village,Afternoon,Thursday,9,0,45,18,18-24
Knowledge Village,Afternoon,Friday,4,0,20,18,18-24
Knowledge Village,Afternoon,Saturday,4,1,23,18,18-24
Knowledge Village,Afternoon,Friday,7,0,35,18,18-24
Knowledge Village,Evening,Thursday,2,4,22,18,18-24
Knowledge Village,Evening,Sunday,1,0,5,18,18-24
Knowledge Village,Evening,Wednesday,2,2,16,18,18-24
Knowledge Village,Morning,Monday,2,1,13,18,18-24
Knowledge Village,Evening,Wednesday,1,0,5,18,18-24
Knowledge Village,Morning,Monday,0,0,0,18,18-24
Knowledge Village,Afternoon,Monday,14,0,70,18,18-24
Knowledge Village,Evening,Saturday,1,0,5,18,18-24
Knowledge Village,Afternoon,Monday,2,0,10,18,18-24
Knowledge Village,Evening,Wednesday,0,1,3,18,18-24
Knowledge Village,Morning,Saturday,0,0,0,18,18-24
Knowledge Village,Evening,Monday,0,0,0,18,18-24
Knowledge Village,Afternoon,Tuesday,0,1,3,18,18-24
Knowledge Village,Morning,Thursday,4,9,47,18,18-24
Knowledge Village,Morning,Sunday,7,1,38,18,18-24
Knowledge Village,Afternoon,Wednesday,4,4,32,18,18-24
Knowledge Village,Morning,Monday,4,0,20,18,18-24
Knowledge Village,Evening,Wednesday,2,2,16,18,18-24
Knowledge Village,Morning,Friday,1,0,5,18,18-24
Knowledge Village,Morning,Wednesday,19,0,95,18,18-24
Knowledge Village,Afternoon,Tuesday,9,9,72,18,18-24
Knowledge Village,Afternoon,Sunday,7,0,35,18,18-24
Knowledge Village,Morning,Tuesday,9,9,72,18,18-24
Knowledge Village,Evening,Friday,3,1,18,18,18-24
Knowledge Village,Afternoon,Monday,14,4,82,18,18-24
Knowledge Village,Afternoon,Thursday,19,9,122,18,18-24
Knowledge Village,Evening,Friday,7,0,35,18,18-24
Knowledge Village,Evening,Thursday,2,4,22,18,18-24
Knowledge Village,Evening,Saturday,4,0,20,18,18-24
Knowledge Village,Afternoon,Saturday,7,3,44,18,18-24
Knowledge Village,Morning,Wednesday,4,0,20,19,18-24
Knowledge Village,Evening,Friday,1,0,5,19,18-24
Knowledge Village,Afternoon,Monday,14,9,97,19,18-24
Knowledge Village,Afternoon,Saturday,4,3,29,19,18-24
Knowledge Village,Morning,Sunday,4,0,20,19,18-24
Knowledge Village,Afternoon,Sunday,1,3,14,19,18-24
Knowledge Village,Afternoon,Wednesday,9,9,72,19,18-24
Knowledge Village,Evening,Wednesday,1,0,5,19,18-24
Knowledge Village,Evening,Sunday,7,1,38,19,18-24
Knowledge Village,Afternoon,Sunday,1,0,5,19,18-24
Knowledge Village,Morning,Tuesday,4,0,20,19,18-24
Knowledge Village,Afternoon,Sunday,0,0,0,19,18-24
Knowledge Village,Afternoon,Friday,4,1,23,19,18-24
Knowledge Village,Afternoon,Wednesday,19,4,107,19,18-24
Knowledge Village,Morning,Monday,14,4,82,19,18-24
Knowledge Village,Evening,Monday,4,4,32,19,18-24
Knowledge Village,Evening,Friday,7,0,35,19,18-24
Knowledge Village,Afternoon,Monday,19,4,107,19,18-24
Knowledge Village,Afternoon,Thursday,9,4,57,19,18-24
Knowledge Village,Evening,Wednesday,9,2,51,19,18-24
Knowledge Village,Morning,Tuesday,14,4,82,19,18-24
Knowledge Village,Evening,Sunday,3,3,24,19,18-24
Knowledge Village,Afternoon,Wednesday,14,0,70,19,18-24
Knowledge Village,Afternoon,Thursday,9,9,72,19,18-24
Knowledge Village,Morning,Saturday,1,0,5,19,18-24
Knowledge Village,Morning,Thursday,9,0,45,19,18-24
Knowledge Village,Afternoon,Thursday,9,0,45,19,18-24
Knowledge Village,Morning,Saturday,3,1,18,19,18-24
Knowledge Village,Evening,Tuesday,9,0,45,19,18-24
Knowledge Village,Evening,Sunday,3,1,18,19,18-24
Knowledge Village,Afternoon,Sunday,0,0,0,20,18-24
Knowledge Village,Afternoon,Sunday,1,0,5,20,18-24
Knowledge Village,Afternoon,Wednesday,1,0,5,20,18-24
Knowledge Village,Morning,Tuesday,19,4,107,20,18-24
Knowledge Village,Morning,Wednesday,9,0,45,20,18-24
Knowledge Village,Afternoon,Tuesday,19,4,107,20,18-24
Knowledge Village,Afternoon,Tuesday,9,9,72,20,18-24
Knowledge Village,Evening,Wednesday,7,4,47,20,18-24
Knowledge Village,Morning,Thursday,2,0,10,20,18-24
Knowledge Village,Morning,Thursday,4,4,32,20,18-24
Knowledge Village,Evening,Wednesday,2,0,10,20,18-24
Knowledge Village,Afternoon,Thursday,9,9,72,20,18-24
Knowledge Village,Evening,Saturday,4,0,20,20,18-24
Knowledge Village,Evening,Saturday,4,3,29,20,18-24
Knowledge Village,Afternoon,Tuesday,19,9,122,20,18-24
Knowledge Village,Afternoon,Sunday,1,0,5,20,18-24
Knowledge Village,Morning,Sunday,7,1,38,20,18-24
Knowledge Village,Afternoon,Sunday,4,0,20,20,18-24
Knowledge Village,Evening,Monday,2,4,22,20,18-24
Knowledge Village,Evening,Tuesday,9,0,45,20,18-24
Knowledge Village,Evening,Thursday,7,2,41,20,18-24
Knowledge Village,Afternoon,Friday,7,1,38,20,18-24
Knowledge Village,Afternoon,Monday,19,0,95,20,18-24
Knowledge Village,Afternoon,Thursday,9,0,45,20,18-24
Knowledge Village,Morning,Sunday,4,1,23,20,18-24
Knowledge Village,Afternoon,Saturday,4,3,29,20,18-24
Knowledge Village,Morning,Thursday,9,9,72,20,18-24
Knowledge Village,Afternoon,Wednesday,9,9,72,20,18-24
Knowledge Village,Morning,Sunday,1,1,8,20,18-24
Knowledge Village,Evening,Saturday,3,3,24,20,18-24
Knowledge Village,Evening,Tuesday,0,0,0,21,18-24
Knowledge Village,Evening,Sunday,4,3,29,21,18-24
Knowledge Village,Evening,Tuesday,9,0,45,21,18-24
Knowledge Village,Afternoon,Thursday,9,0,45,21,18-24
Knowledge Village,Evening,Wednesday,0,0,0,21,18-24
Knowledge Village,Afternoon,Sunday,2,0,10,21,18-24
Knowledge Village,Afternoon,Monday,14,0,70,21,18-24
Knowledge Village,Afternoon,Friday,4,3,29,21,18-24
Knowledge Village,Morning,Sunday,7,3,44,21,18-24
Knowledge Village,Afternoon,Monday,9,0,45,21,18-24
Knowledge Village,Afternoon,Sunday,3,3,24,21,18-24
Knowledge Village,Morning,Friday,3,1,18,21,18-24
Knowledge Village,Morning,Tuesday,14,4,82,21,18-24
Knowledge Village,Evening,Monday,9,2,51,21,18-24
Knowledge Village,Evening,Wednesday,4,2,26,21,18-24
Knowledge Village,Morning,Wednesday,19,9,122,21,18-24
Knowledge Village,Evening,Sunday,7,0,35,21,18-24
Knowledge Village,Evening,Saturday,3,3,24,21,18-24
Knowledge Village,Morning,Tuesday,14,0,70,21,18-24
Knowledge Village,Evening,Monday,9,4,57,21,18-24
Knowledge Village,Evening,Tuesday,4,4,32,21,18-24
Knowledge Village,Morning,Tuesday,9,4,57,21,18-24
Knowledge Village,Afternoon,Saturday,4,1,23,21,18-24
Knowledge Village,Morning,Friday,7,3,44,21,18-24
Knowledge Village,Evening,Friday,4,0,20,21,18-24
Knowledge Village,Afternoon,Friday,2,0,10,22,18-24
Knowledge Village,Morning,Sunday,3,1,18,22,18-24
Knowledge Village,Afternoon,Wednesday,4,0,20,22,18-24
Knowledge Village,Morning,Tuesday,19,0,95,22,18-24
Knowledge Village,Morning,Saturday,1,0,5,22,18-24
Knowledge Village,Evening,Sunday,7,1,38,22,18-24
Knowledge Village,Morning,Saturday,1,3,14,22,18-24
Knowledge Village,Evening,Sunday,4,0,20,22,18-24
Knowledge Village,Afternoon,Thursday,1,0,5,22,18-24
Knowledge Village,Afternoon,Tuesday,14,4,82,22,18-24
Knowledge Village,Evening,Tuesday,7,2,41,22,18-24
Knowledge Village,Morning,Saturday,7,1,38,22,18-24
Knowledge Village,Evening,Saturday,3,3,24,22,18-24
Knowledge Village,Evening,Thursday,7,4,47,22,18-24
Knowledge Village,Evening,Saturday,1,0,5,22,18-24
Knowledge Village,Afternoon,Thursday,1,0,5,22,18-24
Knowledge Village,Afternoon,Tuesday,1,1,8,22,18-24
Knowledge Village,Evening,Sunday,2,1,13,22,18-24
Knowledge Village,Afternoon,Saturday,1,1,8,22,18-24
Knowledge Village,Evening,Tuesday,2,0,10,22,18-24
Knowledge Village,Evening,Friday,1,1,8,22,18-24
Knowledge Village,Morning,Wednesday,19,0,95,22,18-24
Knowledge Village,Morning,Thursday,19,0,95,22,18-24
Knowledge Village,Afternoon,Sunday,1,0,5,22,18-24
Knowledge Village,Morning,Thursday,9,4,57,22,18-24
Knowledge Village,Morning,Saturday,1,3,14,22,18-24
Knowledge Village,Afternoon,Sunday,7,0,35,22,18-24
Knowledge Village,Evening,Wednesday,7,2,41,22,18-24
Knowledge Village,Morning,Monday,19,9,122,22,18-24
Knowledge Village,Afternoon,Wednesday,9,4,57,22,18-24
Knowledge Village,Evening,Thursday,4,2,26,22,18-24
Knowledge Village,Afternoon,Wednesday,19,9,122,22,18-24
Knowledge Village,Evening,Monday,4,2,26,22,18-24
Knowledge Village,Evening,Friday,3,0,15,22,18-24
Knowledge Village,Morning,Thursday,4,4,32,22,18-24
Knowledge Village,Afternoon,Monday,19,0,95,23,18-24
Knowledge Village,Morning,Sunday,2,1,13,23,18-24
Knowledge Village,Morning,Thursday,14,9,97,23,18-24
Knowledge Village,Morning,Wednesday,4,9,47,23,18-24
Knowledge Village,Afternoon,Thursday,4,0,20,23,18-24
Knowledge Village,Morning,Friday,4,0,20,23,18-24
Knowledge Village,Afternoon,Tuesday,4,4,32,23,18-24
Knowledge Village,Afternoon,Friday,1,1,8,23,18-24
Knowledge Village,Afternoon,Monday,2,0,10,23,18-24
Knowledge Village,Evening,Tuesday,7,4,47,23,18-24
Knowledge Village,Afternoon,Tuesday,4,9,47,23,18-24
Knowledge Village,Afternoon,Friday,3,3,24,23,18-24
Knowledge Village,Morning,Monday,4,0,20,23,18-24
Knowledge Village,Afternoon,Sunday,4,3,29,23,18-24
Knowledge Village,Afternoon,Thursday,2,1,13,23,18-24
Knowledge Village,Morning,Tuesday,2,0,10,23,18-24
Knowledge Village,Morning,Monday,2,0,10,23,18-24
Knowledge Village,Morning,Tuesday,19,4,107,23,18-24
Knowledge Village,Morning,Wednesday,14,4,82,23,18-24
Knowledge Village,Morning,Saturday,1,3,14,23,18-24
Knowledge Village,Morning,Sunday,4,1,23,23,18-24
Knowledge Village,Evening,Sunday,1,3,14,23,18-24
Knowledge Village,Morning,Thursday,19,4,107,23,18-24
Knowledge Village,Afternoon,Thursday,1,1,8,23,18-24
Knowledge Village,Afternoon,Tuesday,1,0,5,23,18-24
Knowledge Village,Evening,Thursday,4,2,26,23,18-24
Knowledge Village,Evening,Friday,7,1,38,23,18-24
Knowledge Village,Afternoon,Sunday,1,3,14,23,18-24
Knowledge Village,Afternoon,Thursday,19,4,107,23,18-24
Knowledge Village,Afternoon,Sunday,1,3,14,23,18-24
Knowledge Village,Afternoon,Saturday,1,1,8,23,18-24
Knowledge Village,Morning,Wednesday,14,4,82,23,18-24
Knowledge Village,Morning,Saturday,7,0,35,23,18-24
Knowledge Village,Afternoon,Saturday,7,1,38,23,18-24
Knowledge Village,Evening,Tuesday,7,4,47,23,18-24
Knowledge Village,Evening,Thursday,2,2,16,23,18-24
Knowledge Village,Morning,Friday,1,0,5,23,18-24
Knowledge Village,Morning,Saturday,7,0,35,23,18-24
Knowledge Village,Afternoon,Wednesday,14,0,70,23,18-24
Knowledge Village,Afternoon,Friday,3,1,18,23,18-24
Knowledge Village,Afternoon,Saturday,4,0,20,23,18-24
Knowledge Village,Evening,Sunday,7,0,35,23,18-24
Knowledge Village,Afternoon,Monday,4,4,32,23,18-24
Knowledge Village,Evening,Thursday,7,4,47,23,18-24
Knowledge Village,Afternoon,Tuesday,9,0,45,23,18-24
Knowledge Village,Afternoon,Thursday,4,4,32,23,18-24
Knowledge Village,Evening,Tuesday,2,0,10,23,18-24
Knowledge Village,Evening,Sunday,4,3,29,23,18-24
Knowledge Village,Evening,Saturday,4,3,29,23,18-24
Knowledge Village,Morning,Wednesday,4,4,32,23,18-24
Knowledge Village,Evening,Wednesday,2,4,22,23,18-24
Knowledge Village,Morning,Sunday,7,1,38,23,18-24
Knowledge Village,Afternoon,Tuesday,9,0,45,23,18-24
Knowledge Village,Afternoon,Friday,3,3,24,23,18-24
Knowledge Village,Afternoon,Sunday,7,0,35,23,18-24
Knowledge Village,Evening,Tuesday,2,2,16,24,25-35
Knowledge Village,Afternoon,Wednesday,2,0,10,24,25-35
Knowledge Village,Evening,Friday,7,0,35,24,25-35
Knowledge Village,Evening,Friday,3,0,15,24,25-35
Knowledge Village,Morning,Tuesday,14,0,70,24,25-35
Knowledge Village,Evening,Wednesday,4,0,20,24,25-35
Knowledge Village,Evening,Monday,4,0,20,24,25-35
Knowledge Village,Afternoon,Sunday,1,1,8,24,25-35
Knowledge Village,Evening,Saturday,3,1,18,24,25-35
Knowledge Village,Morning,Tuesday,14,9,97,24,25-35
Knowledge Village,Evening,Friday,4,3,29,24,25-35
Knowledge Village,Afternoon,Sunday,3,3,24,24,25-35
Knowledge Village,Morning,Wednesday,19,9,122,24,25-35
Knowledge Village,Evening,Monday,9,2,51,24,25-35
Knowledge Village,Afternoon,Thursday,19,0,95,24,25-35
Knowledge Village,Afternoon,Tuesday,19,4,107,24,25-35
Knowledge Village,Morning,Friday,1,0,5,24,25-35
Knowledge Village,Morning,Saturday,1,0,5,24,25-35
Knowledge Village,Evening,Monday,0,1,3,24,25-35
Knowledge Village,Morning,Sunday,3,1,18,24,25-35
Knowledge Village,Morning,Friday,4,1,23,24,25-35
Knowledge Village,Afternoon,Tuesday,4,4,32,24,25-35
Knowledge Village,Evening,Friday,7,0,35,24,25-35
Knowledge Village,Evening,Wednesday,1,0,5,24,25-35
Knowledge Village,Afternoon,Tuesday,2,1,13,24,25-35
Knowledge Village,Morning,Monday,3,1,18,24,25-35
Knowledge Village,Morning,Wednesday,14,9,97,24,25-35
Knowledge Village,Evening,Thursday,9,2,51,24,25-35
Knowledge Village,Afternoon,Wednesday,19,4,107,24,25-35
Knowledge Village,Afternoon,Sunday,3,3,24,24,25-35
Knowledge Village,Morning,Monday,9,9,72,24,25-35
Knowledge Village,Evening,Wednesday,2,2,16,24,25-35
Knowledge Village,Afternoon,Saturday,4,0,20,24,25-35
Knowledge Village,Evening,Sunday,4,0,20,24,25-35
Knowledge Village,Morning,Sunday,3,1,18,24,25-35
Knowledge Village,Afternoon,Wednesday,19,4,107,24,25-35
Knowledge Village,Morning,Saturday,1,0,5,24,25-35
Knowledge Village,Afternoon,Monday,19,9,122,24,25-35
Knowledge Village,Morning,Thursday,19,9,122,24,25-35
Knowledge Village,Evening,Saturday,4,3,29,25,25-35
Knowledge Village,Afternoon,Monday,2,0,10,25,25-35
Knowledge Village,Morning,Wednesday,14,4,82,25,25-35
Knowledge Village,Morning,Friday,7,3,44,25,25-35
Knowledge Village,Afternoon,Friday,7,3,44,25,25-35
Knowledge Village,Evening,Sunday,1,1,8,25,25-35
Knowledge Village,Afternoon,Tuesday,14,0,70,25,25-35
Knowledge Village,Afternoon,Friday,7,1,38,25,25-35
Knowledge Village,Evening,Wednesday,4,4,32,25,25-35
Knowledge Village,Morning,Monday,19,9,122,25,25-35
Knowledge Village,Morning,Saturday,4,0,20,25,25-35
Knowledge Village,Morning,Thursday,14,9,97,25,25-35
Knowledge Village,Evening,Wednesday,7,0,35,25,25-35
Knowledge Village,Morning,Thursday,19,4,107,25,25-35
Knowledge Village,Afternoon,Thursday,9,4,57,25,25-35
Knowledge Village,Morning,Saturday,4,1,23,25,25-35
Knowledge Village,Evening,Tuesday,9,2,51,25,25-35
Knowledge Village,Afternoon,Monday,9,9,72,25,25-35
Knowledge Village,Afternoon,Saturday,3,0,15,25,25-35
Knowledge Village,Evening,Thursday,9,4,57,25,25-35
Knowledge Village,Evening,Monday,7,4,47,25,25-35
Knowledge Village,Evening,Saturday,7,3,44,25,25-35
Knowledge Village,Morning,Saturday,1,3,14,25,25-35
Knowledge Village,Afternoon,Saturday,1,3,14,25,25-35
Knowledge Village,Evening,Sunday,4,0,20,25,25-35
Knowledge Village,Morning,Monday,14,9,97,25,25-35
Knowledge Village,Evening,Thursday,4,4,32,26,25-35
Knowledge Village,Evening,Tuesday,9,4,57,26,25-35
Knowledge Village,Evening,Saturday,7,0,35,26,25-35
Knowledge Village,Afternoon,Friday,4,3,29,26,25-35
Knowledge Village,Morning,Monday,4,9,47,26,25-35
Knowledge Village,Morning,Friday,3,3,24,26,25-35
Knowledge Village,Morning,Sunday,3,3,24,26,25-35
Knowledge Village,Evening,Wednesday,4,4,32,26,25-35
Knowledge Village,Morning,Tuesday,4,9,47,26,25-35
Knowledge Village,Morning,Monday,4,0,20,27,25-35
Knowledge Village,Evening,Saturday,7,0,35,27,25-35
Knowledge Village,Afternoon,Tuesday,14,0,70,27,25-35
Knowledge Village,Evening,Wednesday,7,4,47,27,25-35
Knowledge Village,Evening,Monday,9,4,57,27,25-35
Knowledge Village,Evening,Thursday,4,4,32,27,25-35
Knowledge Village,Evening,Tuesday,7,0,35,27,25-35
Knowledge Village,Morning,Wednesday,4,0,20,27,25-35
Knowledge Village,Morning,Saturday,7,0,35,27,25-35
Knowledge Village,Morning,Friday,3,3,24,28,25-35
Knowledge Village,Evening,Saturday,3,3,24,28,25-35
Knowledge Village,Afternoon,Saturday,3,1,18,29,25-35
Knowledge Village,Morning,Friday,1,1,8,29,25-35
Knowledge Village,Morning,Thursday,9,9,72,29,25-35
Knowledge Village,Morning,Thursday,14,9,97,29,25-35
Knowledge Village,Morning,Friday,1,0,5,29,25-35
Knowledge Village,Morning,Sunday,7,0,35,29,25-35
Knowledge Village,Evening,Tuesday,9,2,51,29,25-35
Knowledge Village,Evening,Saturday,3,1,18,29,25-35
Knowledge Village,Morning,Friday,4,1,23,29,25-35
Knowledge Village,Evening,Wednesday,4,4,32,29,25-35
Knowledge Village,Evening,Thursday,7,0,35,30,25-35
Knowledge Village,Evening,Thursday,4,4,32,30,25-35
Knowledge Village,Morning,Friday,4,3,29,30,25-35
Knowledge Village,Afternoon,Saturday,3,3,24,30,25-35
Knowledge Village,Evening,Tuesday,2,2,16,30,25-35
Knowledge Village,Morning,Wednesday,9,4,57,30,25-35
Knowledge Village,Morning,Tuesday,4,4,32,30,25-35
Knowledge Village,Afternoon,Monday,14,4,82,31,25-35
Knowledge Village,Afternoon,Friday,4,1,23,31,25-35
Knowledge Village,Evening,Saturday,4,0,20,31,25-35
Knowledge Village,Afternoon,Monday,14,4,82,31,25-35
Knowledge Village,Evening,Sunday,4,3,29,31,25-35
Knowledge Village,Afternoon,Sunday,7,0,35,31,25-35
Knowledge Village,Morning,Monday,4,0,20,18,18-24
Knowledge Village,Afternoon,Wednesday,9,9,72,20,18-24
Knowledge Village,Afternoon,Sunday,1,3,14,24,25-35
Knowledge Village,Evening,Thursday,7,0,35,24,25-35
Knowledge Village,Afternoon,Tuesday,9,9,72,20,18-24
Knowledge Village,Morning,Tuesday,19,0,95,21,18-24
Knowledge Village,Evening,Monday,7,2,41,23,18-24
Knowledge Village,Morning,Wednesday,9,9,72,18,18-24
Knowledge Village,Afternoon,Wednesday,19,4,107,24,25-35
Knowledge Village,Evening,Sunday,4,1,23,21,18-24
Knowledge Village,Morning,Monday,19,9,122,21,18-24
Knowledge Village,Evening,Friday,4,0,20,19,18-24
Knowledge Village,Morning,Monday,4,9,47,22,18-24
Knowledge Village,Evening,Monday,7,0,35,24,25-35
Knowledge Village,Afternoon,Saturday,7,0,35,20,18-24
Knowledge Village,Evening,Monday,9,2,51,18,18-24
Knowledge Village,Morning,Saturday,7,0,35,18,18-24
Knowledge Village,Morning,Friday,3,3,24,24,25-35
Knowledge Village,Afternoon,Monday,19,0,95,24,25-35
Knowledge Village,Afternoon,Saturday,3,0,15,21,18-24
Knowledge Village,Afternoon,Monday,4,0,20,20,18-24
Knowledge Village,Afternoon,Thursday,14,0,70,20,18-24
Knowledge Village,Morning,Friday,7,3,44,23,18-24
Knowledge Village,Afternoon,Saturday,3,0,15,18,18-24
Knowledge Village,Afternoon,Tuesday,4,9,47,35,35-50
Knowledge Village,Evening,Monday,4,0,20,35,35-50
Knowledge Village,Morning,Friday,3,3,24,36,35-50
Knowledge Village,Evening,Tuesday,4,4,32,36,35-50
Knowledge Village,Afternoon,Sunday,7,1,38,36,35-50
Knowledge Village,Afternoon,Thursday,19,9,122,36,35-50
Knowledge Village,Afternoon,Sunday,3,0,15,36,35-50
Knowledge Village,Evening,Friday,1,0,5,36,35-50
Knowledge Village,Evening,Saturday,1,0,5,36,35-50
Knowledge Village,Morning,Sunday,7,0,35,37,35-50
Knowledge Village,Evening,Saturday,7,3,44,37,35-50
Knowledge Village,Afternoon,Tuesday,9,0,45,37,35-50
Knowledge Village,Evening,Tuesday,9,4,57,37,35-50
Knowledge Village,Afternoon,Tuesday,9,0,45,38,35-50
Knowledge Village,Morning,Thursday,9,4,57,38,35-50
Knowledge Village,Afternoon,Monday,9,0,45,38,35-50
Knowledge Village,Afternoon,Wednesday,14,9,97,19,18-24
Knowledge Village,Afternoon,Wednesday,9,0,45,20,18-24
Knowledge Village,Afternoon,Wednesday,4,9,47,20,18-24
Knowledge Village,Afternoon,Saturday,4,0,20,23,18-24
Knowledge Village,Afternoon,Monday,14,4,82,21,18-24
Knowledge Village,Evening,Thursday,4,4,32,19,18-24
Knowledge Village,Morning,Tuesday,9,9,72,23,18-24
Knowledge Village,Morning,Sunday,7,3,44,20,18-24
Knowledge Village,Evening,Friday,3,0,15,23,18-24
Knowledge Village,Morning,Thursday,4,9,47,23,18-24
Knowledge Village,Evening,Sunday,3,1,18,24,25-35
Knowledge Village,Afternoon,Saturday,4,3,29,23,18-24
Knowledge Village,Morning,Friday,1,1,8,18,18-24
Knowledge Village,Afternoon,Thursday,4,0,20,24,25-35
Knowledge Village,Evening,Wednesday,2,0,10,23,18-24
Knowledge Village,Afternoon,Monday,9,0,45,21,18-24
Knowledge Village,Morning,Saturday,7,3,44,24,25-35
Knowledge Village,Morning,Monday,19,0,95,20,18-24
Knowledge Village,Evening,Monday,9,0,45,24,25-35
Knowledge Village,Afternoon,Thursday,4,4,32,24,25-35
Knowledge Village,Afternoon,Monday,14,0,70,21,18-24
Knowledge Village,Morning,Sunday,4,0,20,20,18-24
Knowledge Village,Afternoon,Saturday,1,0,5,24,25-35
Knowledge Village,Evening,Friday,7,3,44,23,18-24
Knowledge Village,Morning,Thursday,4,0,20,44,35-50
Knowledge Village,Afternoon,Sunday,4,3,29,44,35-50
Knowledge Village,Evening,Sunday,1,0,5,45,35-50
Knowledge Village,Morning,Tuesday,9,4,57,45,35-50
Knowledge Village,Afternoon,Wednesday,4,0,20,45,35-50
Knowledge Village,Morning,Saturday,1,3,14,45,35-50
Knowledge Village,Morning,Monday,9,9,72,45,35-50
Knowledge Village,Afternoon,Friday,7,3,44,45,35-50
Knowledge Village,Morning,Tuesday,4,9,47,45,35-50
Knowledge Village,Afternoon,Tuesday,4,9,47,46,35-50
Knowledge Village,Morning,Friday,1,0,5,46,35-50
Knowledge Village,Morning,Saturday,3,0,15,46,35-50
Knowledge Village,Evening,Friday,3,1,18,46,35-50
Knowledge Village,Afternoon,Friday,7,3,44,46,35-50
Knowledge Village,Evening,Saturday,1,1,8,46,35-50
Knowledge Village,Afternoon,Thursday,4,4,32,46,35-50
Knowledge Village,Morning,Sunday,1,0,5,24,25-35
Knowledge Village,Evening,Wednesday,2,4,22,21,18-24
Knowledge Village,Afternoon,Wednesday,9,4,57,20,18-24
Knowledge Village,Evening,Thursday,7,0,35,19,18-24
Knowledge Village,Morning,Sunday,7,3,44,23,18-24
Knowledge Village,Afternoon,Friday,7,0,35,18,18-24
Knowledge Village,Evening,Sunday,7,0,35,21,18-24
Knowledge Village,Afternoon,Tuesday,14,4,82,24,25-35
Knowledge Village,Morning,Thursday,19,0,95,21,18-24
Knowledge Village,Evening,Monday,2,0,10,22,18-24
Knowledge Village,Evening,Saturday,1,1,8,19,18-24
Knowledge Village,Evening,Monday,1,0,5,20,18-24
Knowledge Village,Evening,Saturday,3,3,24,21,18-24
Knowledge Village,Evening,Thursday,2,0,10,22,18-24
Knowledge Village,Evening,Friday,1,3,14,18,18-24
Knowledge Village,Evening,Wednesday,4,2,26,22,18-24
Knowledge Village,Afternoon,Thursday,4,0,20,23,18-24
Knowledge Village,Evening,Tuesday,4,4,32,19,18-24
Knowledge Village,Afternoon,Friday,4,1,23,20,18-24
Knowledge Village,Evening,Monday,9,4,57,20,18-24
Knowledge Village,Evening,Thursday,9,2,51,18,18-24
Knowledge Village,Morning,Monday,19,0,95,23,18-24
Knowledge Village,Morning,Monday,19,9,122,24,25-35
Knowledge Village,Morning,Wednesday,9,9,72,23,18-24
Knowledge Village,Afternoon,Wednesday,4,4,32,53,50+
Knowledge Village,Afternoon,Friday,3,3,24,53,50+
Knowledge Village,Afternoon,Saturday,7,1,38,53,50+
Knowledge Village,Morning,Friday,3,3,24,53,50+
Knowledge Village,Morning,Wednesday,4,4,32,54,50+
Knowledge Village,Morning,Tuesday,14,4,82,85,50+
Mirdif,Afternoon,Thursday,2,1,13,18,18-24
Mirdif,Evening,Friday,2,1,13,18,18-24
Mirdif,Morning,Thursday,1,0,5,18,18-24
Mirdif,Evening,Wednesday,2,1,13,18,18-24
Mirdif,Evening,Wednesday,1,0,5,19,18-24
Mirdif,Afternoon,Wednesday,0,0,0,19,18-24
Mirdif,Afternoon,Thursday,1,1,8,19,18-24
Mirdif,Evening,Wednesday,0,0,0,19,18-24
Mirdif,Afternoon,Wednesday,2,1,13,19,18-24
Mirdif,Evening,Thursday,1,1,8,19,18-24
Mirdif,Morning,Saturday,1,0,5,20,18-24
Mirdif,Afternoon,Sunday,2,0,10,20,18-24
Mirdif,Afternoon,Thursday,2,1,13,20,18-24
Mirdif,Evening,Thursday,1,1,8,20,18-24
Mirdif,Morning,Monday,2,1,13,20,18-24
Mirdif,Evening,Thursday,1,1,8,20,18-24
Mirdif,Evening,Sunday,2,0,10,20,18-24
Mirdif,Evening,Wednesday,1,0,5,20,18-24
Mirdif,Afternoon,Sunday,2,0,10,20,18-24
Mirdif,Evening,Monday,1,1,8,21,18-24
Mirdif,Morning,Monday,1,0,5,21,18-24
Mirdif,Evening,Thursday,0,0,0,21,18-24
Mirdif,Morning,Saturday,2,0,10,21,18-24
Mirdif,Afternoon,Thursday,0,0,0,21,18-24
Mirdif,Morning,Thursday,2,0,10,21,18-24
Mirdif,Morning,Wednesday,0,0,0,21,18-24
